,GEOID,B02001e1,B03002e1,B03002e3,B03002e4,B03002e5,B03002e6,B03002e12,B17017e1,B17017e2,B19001e1,B19001e2,B19001e3,B19001e4,B19001e5,B19001e6,B19001e7,B19001e8,B19001e9,B19001e10,B19001e11,B19001e12,B19001e13,B19001e14,B19001e15,B19001e16,B19001e17,B19013e1,B25001e1,B25002e1,B25002e2,B25002e3,B25003e1,B25003e2,B25003e3,B25004e1,B25004e2,B25004e3,B25004e4,B25004e5,B25004e6,B25004e7,B25004e8,B25063e1,B25063e2,B25063e3,B25063e4,B25063e5,B25063e6,B25063e7,B25063e8,B25063e9,B25063e10,B25063e11,B25063e12,B25063e13,B25063e14,B25063e15,B25063e16,B25063e17,B25063e18,B25063e19,B25063e20,B25063e21,B25063e22,B25063e23,B25063e24,B25064e1,B25075e1,B25075e2,B25075e3,B25075e4,B25075e5,B25075e6,B25075e7,B25075e8,B25075e9,B25075e10,B25075e11,B25075e12,B25075e13,B25075e14,B25075e15,B25075e16,B25075e17,B25075e18,B25075e19,B25075e20,B25075e21,B25075e22,B25075e23,B25075e24,B25075e25,B25077e1
10,14000US36005022101,3896.0,3896.0,6.0,536.0,0.0,213.0,3081.0,1261.0,608.0,1261.0,249.0,161.0,88.0,69.0,104.0,119.0,7.0,41.0,36.0,73.0,112.0,132.0,17.0,53.0,0.0,0.0,28192.0,1294.0,1294.0,1261.0,33.0,1261.0,0.0,1261.0,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,1261.0,1253.0,0.0,0.0,0.0,0.0,16.0,45.0,17.0,0.0,7.0,34.0,0.0,0.0,15.0,47.0,38.0,34.0,82.0,452.0,290.0,165.0,0.0,11.0,1161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
11,14000US36005022102,5528.0,5528.0,7.0,798.0,0.0,48.0,4513.0,1689.0,702.0,1689.0,209.0,275.0,147.0,255.0,84.0,121.0,96.0,64.0,61.0,99.0,116.0,32.0,100.0,16.0,0.0,14.0,23973.0,1746.0,1746.0,1689.0,57.0,1689.0,34.0,1655.0,57.0,41.0,0.0,0.0,0.0,0.0,16.0,0.0,1655.0,1543.0,0.0,0.0,0.0,24.0,10.0,15.0,0.0,82.0,11.0,23.0,0.0,28.0,31.0,12.0,48.0,40.0,68.0,642.0,314.0,150.0,27.0,18.0,1148.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,13.0,0.0,7.0,557700.0
12,14000US36005022200,3242.0,3242.0,238.0,380.0,99.0,864.0,1535.0,1140.0,174.0,1140.0,17.0,86.0,167.0,82.0,85.0,18.0,87.0,66.0,58.0,99.0,115.0,120.0,63.0,39.0,35.0,3.0,41228.0,1193.0,1193.0,1140.0,53.0,1140.0,165.0,975.0,53.0,30.0,0.0,0.0,0.0,0.0,0.0,23.0,975.0,960.0,0.0,0.0,0.0,9.0,8.0,18.0,0.0,0.0,0.0,17.0,21.0,16.0,0.0,30.0,24.0,15.0,29.0,170.0,332.0,249.0,22.0,0.0,1343.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,10.0,0.0,11.0,0.0,10.0,0.0,0.0,0.0,72.0,9.0,42.0,3.0,0.0,360400.0
13,14000US36005045101,1544.0,1544.0,1170.0,44.0,0.0,111.0,172.0,754.0,27.0,754.0,21.0,10.0,26.0,24.0,40.0,31.0,16.0,29.0,55.0,24.0,83.0,157.0,111.0,33.0,27.0,67.0,80833.0,842.0,842.0,754.0,88.0,754.0,242.0,512.0,88.0,47.0,0.0,0.0,0.0,0.0,0.0,41.0,512.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,6.0,12.0,0.0,6.0,0.0,6.0,34.0,69.0,117.0,191.0,48.0,0.0,1476.0,242.0,5.0,0.0,7.0,0.0,12.0,6.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,12.0,6.0,0.0,11.0,44.0,44.0,78.0,0.0,0.0,402300.0
14,14000US36005045102,1765.0,1765.0,1345.0,114.0,0.0,28.0,238.0,838.0,23.0,838.0,5.0,16.0,32.0,63.0,27.0,22.0,6.0,58.0,33.0,64.0,137.0,112.0,125.0,39.0,55.0,44.0,68915.0,878.0,878.0,838.0,40.0,838.0,348.0,490.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,490.0,480.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,22.0,0.0,12.0,6.0,12.0,88.0,81.0,200.0,21.0,10.0,1472.0,348.0,12.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,11.0,0.0,0.0,5.0,0.0,29.0,12.0,33.0,22.0,9.0,0.0,9.0,105.0,91.0,0.0,0.0,421000.0
15,14000US36005045600,3344.0,3344.0,517.0,1855.0,0.0,148.0,796.0,1021.0,38.0,1021.0,0.0,22.0,45.0,34.0,40.0,37.0,64.0,25.0,0.0,89.0,9.0,205.0,48.0,141.0,150.0,112.0,90590.0,1152.0,1152.0,1021.0,131.0,1021.0,749.0,272.0,131.0,0.0,0.0,58.0,0.0,0.0,0.0,73.0,272.0,272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,61.0,77.0,51.0,69.0,0.0,1448.0,749.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,88.0,59.0,193.0,369.0,0.0,0.0,503000.0
16,14000US36005045800,5605.0,5605.0,20.0,1822.0,0.0,62.0,3514.0,2034.0,953.0,2034.0,517.0,201.0,139.0,184.0,274.0,36.0,275.0,46.0,66.0,82.0,158.0,56.0,0.0,0.0,0.0,0.0,24341.0,2075.0,2075.0,2034.0,41.0,2034.0,0.0,2034.0,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,2034.0,2034.0,0.0,0.0,72.0,191.0,216.0,87.0,131.0,178.0,91.0,47.0,71.0,0.0,59.0,181.0,70.0,98.0,46.0,186.0,166.0,144.0,0.0,0.0,553.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
17,14000US36005046000,3190.0,3190.0,85.0,2033.0,5.0,28.0,1010.0,1069.0,399.0,1069.0,195.0,154.0,67.0,62.0,46.0,42.0,11.0,54.0,50.0,38.0,88.0,97.0,34.0,83.0,35.0,13.0,30938.0,1069.0,1069.0,1069.0,0.0,1069.0,193.0,876.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,876.0,861.0,34.0,0.0,71.0,51.0,165.0,0.0,0.0,0.0,35.0,16.0,0.0,34.0,0.0,0.0,25.0,23.0,27.0,12.0,82.0,216.0,70.0,0.0,799.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,43.0,38.0,82.0,0.0,0.0,461800.0
18,14000US36005046201,28272.0,28272.0,2534.0,16279.0,0.0,848.0,8156.0,12827.0,1212.0,12827.0,750.0,1001.0,489.0,647.0,821.0,867.0,453.0,808.0,566.0,1082.0,1348.0,1589.0,936.0,621.0,679.0,170.0,50179.0,13028.0,13028.0,12827.0,201.0,12827.0,5387.0,7440.0,201.0,0.0,62.0,0.0,0.0,0.0,0.0,139.0,7440.0,7440.0,0.0,0.0,44.0,240.0,39.0,81.0,101.0,117.0,133.0,0.0,0.0,328.0,129.0,301.0,163.0,1418.0,668.0,2384.0,858.0,436.0,0.0,0.0,994.0,5387.0,95.0,396.0,1440.0,833.0,498.0,729.0,206.0,93.0,48.0,96.0,0.0,0.0,0.0,188.0,49.0,123.0,0.0,127.0,253.0,121.0,92.0,0.0,0.0,0.0,24600.0
19,14000US36005046202,9915.0,9915.0,119.0,6066.0,122.0,104.0,3284.0,2705.0,696.0,2705.0,306.0,265.0,152.0,134.0,170.0,29.0,82.0,162.0,48.0,84.0,277.0,327.0,262.0,203.0,167.0,37.0,50375.0,2757.0,2757.0,2705.0,52.0,2705.0,980.0,1725.0,52.0,21.0,0.0,0.0,21.0,0.0,0.0,10.0,1725.0,1725.0,0.0,0.0,0.0,219.0,21.0,58.0,107.0,47.0,16.0,41.0,0.0,65.0,0.0,0.0,64.0,31.0,0.0,299.0,335.0,213.0,179.0,30.0,1162.0,980.0,14.0,0.0,0.0,0.0,33.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,45.0,38.0,110.0,64.0,82.0,0.0,191.0,218.0,173.0,0.0,0.0,348200.0
20,14000US36005048400,4126.0,4126.0,114.0,3265.0,0.0,9.0,635.0,1246.0,82.0,1246.0,45.0,37.0,31.0,48.0,32.0,54.0,44.0,49.0,39.0,69.0,189.0,164.0,81.0,123.0,180.0,61.0,73600.0,1327.0,1327.0,1246.0,81.0,1246.0,711.0,535.0,81.0,0.0,0.0,16.0,0.0,49.0,0.0,16.0,535.0,535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,22.0,0.0,192.0,114.0,156.0,17.0,25.0,1348.0,711.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,25.0,34.0,200.0,137.0,252.0,0.0,0.0,432500.0
21,14000US36005050400,222.0,222.0,0.0,25.0,0.0,3.0,194.0,54.0,19.0,54.0,0.0,0.0,19.0,0.0,0.0,0.0,6.0,0.0,0.0,13.0,0.0,5.0,7.0,0.0,0.0,4.0,,54.0,54.0,54.0,0.0,54.0,4.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,6.0,0.0,5.0,7.0,0.0,900.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
22,14000US36005051600,4036.0,4036.0,2860.0,4.0,0.0,226.0,923.0,1777.0,160.0,1777.0,34.0,95.0,62.0,66.0,38.0,69.0,51.0,36.0,57.0,92.0,68.0,243.0,130.0,215.0,276.0,245.0,94519.0,2041.0,2041.0,1777.0,264.0,1777.0,1220.0,557.0,264.0,0.0,0.0,0.0,0.0,15.0,0.0,249.0,557.0,535.0,0.0,0.0,0.0,0.0,45.0,0.0,26.0,23.0,22.0,0.0,17.0,0.0,0.0,24.0,0.0,33.0,0.0,114.0,69.0,70.0,60.0,17.0,1170.0,1220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,53.0,132.0,305.0,559.0,95.0,37.0,536200.0
23,14000US36005022300,5078.0,5078.0,55.0,691.0,40.0,9.0,4077.0,1845.0,688.0,1845.0,276.0,184.0,251.0,174.0,143.0,120.0,74.0,104.0,28.0,213.0,110.0,114.0,34.0,0.0,20.0,0.0,26537.0,1884.0,1884.0,1845.0,39.0,1845.0,0.0,1845.0,39.0,19.0,0.0,0.0,0.0,0.0,0.0,20.0,1845.0,1766.0,0.0,12.0,0.0,34.0,74.0,47.0,34.0,75.0,61.0,11.0,40.0,0.0,9.0,12.0,23.0,89.0,178.0,378.0,321.0,319.0,49.0,0.0,1122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
24,14000US36005022401,2637.0,2637.0,198.0,496.0,0.0,143.0,1734.0,1134.0,249.0,1134.0,163.0,46.0,26.0,41.0,48.0,25.0,65.0,114.0,20.0,89.0,159.0,222.0,55.0,37.0,8.0,16.0,51397.0,1185.0,1185.0,1134.0,51.0,1134.0,145.0,989.0,51.0,34.0,0.0,0.0,0.0,0.0,0.0,17.0,989.0,989.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,24.0,0.0,0.0,0.0,17.0,0.0,17.0,12.0,135.0,337.0,409.0,23.0,0.0,1454.0,145.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,54.0,0.0,27.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,137700.0
25,14000US36005022403,3374.0,3374.0,592.0,642.0,0.0,27.0,2047.0,1341.0,414.0,1341.0,235.0,109.0,60.0,96.0,40.0,87.0,51.0,23.0,80.0,117.0,67.0,113.0,100.0,113.0,41.0,9.0,39632.0,1361.0,1361.0,1341.0,20.0,1341.0,158.0,1183.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1183.0,1169.0,0.0,0.0,0.0,9.0,50.0,9.0,0.0,0.0,0.0,0.0,0.0,10.0,25.0,0.0,0.0,16.0,22.0,224.0,276.0,465.0,63.0,0.0,1449.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,97.0,16.0,8.0,28.0,0.0,0.0,0.0,0.0,193000.0
26,14000US36005022404,4209.0,4209.0,876.0,887.0,9.0,204.0,2187.0,1833.0,245.0,1833.0,128.0,81.0,145.0,11.0,155.0,54.0,148.0,101.0,49.0,256.0,194.0,155.0,158.0,93.0,72.0,33.0,51918.0,1849.0,1849.0,1833.0,16.0,1833.0,406.0,1427.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1427.0,1427.0,0.0,0.0,0.0,9.0,8.0,2.0,20.0,5.0,0.0,7.0,18.0,40.0,0.0,0.0,24.0,83.0,75.0,315.0,509.0,263.0,49.0,0.0,1303.0,406.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,104.0,61.0,12.0,86.0,70.0,20.0,10.0,6.0,0.0,0.0,0.0,0.0,127100.0
27,14000US36005022500,8271.0,8271.0,148.0,1659.0,0.0,149.0,6315.0,2328.0,696.0,2328.0,367.0,142.0,86.0,223.0,92.0,249.0,91.0,80.0,171.0,162.0,231.0,363.0,0.0,0.0,27.0,44.0,35137.0,2395.0,2395.0,2328.0,67.0,2328.0,67.0,2261.0,67.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,2261.0,2174.0,0.0,0.0,0.0,16.0,36.0,52.0,0.0,37.0,0.0,93.0,29.0,11.0,34.0,41.0,147.0,111.0,188.0,389.0,662.0,286.0,42.0,0.0,1188.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,21.0,20.0,0.0,0.0,435700.0
28,14000US36005022701,5194.0,5194.0,53.0,1943.0,0.0,102.0,3096.0,1856.0,592.0,1856.0,249.0,275.0,176.0,135.0,59.0,170.0,75.0,82.0,21.0,109.0,206.0,181.0,49.0,0.0,60.0,9.0,31214.0,1898.0,1898.0,1856.0,42.0,1856.0,51.0,1805.0,42.0,18.0,11.0,0.0,0.0,0.0,0.0,13.0,1805.0,1763.0,0.0,0.0,0.0,25.0,0.0,10.0,0.0,35.0,32.0,34.0,43.0,0.0,14.0,31.0,7.0,85.0,199.0,463.0,496.0,280.0,9.0,0.0,1198.0,51.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,116800.0
29,14000US36005022702,1617.0,1617.0,0.0,355.0,12.0,92.0,1120.0,577.0,213.0,577.0,154.0,16.0,55.0,60.0,0.0,35.0,13.0,75.0,0.0,30.0,26.0,68.0,38.0,7.0,0.0,0.0,30337.0,577.0,577.0,577.0,0.0,577.0,4.0,573.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,573.0,551.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,11.0,3.0,0.0,0.0,0.0,17.0,0.0,28.0,37.0,91.0,168.0,111.0,76.0,0.0,0.0,1118.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,
30,14000US36005022703,1736.0,1736.0,48.0,315.0,0.0,113.0,1246.0,587.0,133.0,587.0,56.0,38.0,50.0,2.0,23.0,32.0,58.0,26.0,13.0,12.0,116.0,92.0,35.0,7.0,15.0,12.0,46635.0,599.0,599.0,587.0,12.0,587.0,11.0,576.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,576.0,553.0,0.0,0.0,0.0,8.0,8.0,16.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,12.0,7.0,38.0,133.0,158.0,150.0,9.0,8.0,1327.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,
31,14000US36005022800,6096.0,6096.0,1086.0,995.0,0.0,760.0,2942.0,2332.0,326.0,2332.0,52.0,168.0,106.0,137.0,191.0,46.0,120.0,114.0,127.0,247.0,230.0,337.0,307.0,94.0,38.0,18.0,53735.0,2480.0,2480.0,2332.0,148.0,2332.0,241.0,2091.0,148.0,32.0,0.0,0.0,0.0,0.0,0.0,116.0,2091.0,2016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,15.0,0.0,64.0,74.0,115.0,260.0,650.0,578.0,203.0,33.0,1425.0,241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,28.0,15.0,13.0,21.0,35.0,105.0,12.0,0.0,490000.0
