,GEOID,B02001e1,B03002e1,B03002e3,B03002e4,B03002e5,B03002e6,B03002e12,B17017e1,B17017e2,B19001e1,B19001e2,B19001e3,B19001e4,B19001e5,B19001e6,B19001e7,B19001e8,B19001e9,B19001e10,B19001e11,B19001e12,B19001e13,B19001e14,B19001e15,B19001e16,B19001e17,B19013e1,B25001e1,B25002e1,B25002e2,B25002e3,B25003e1,B25003e2,B25003e3,B25004e1,B25004e2,B25004e3,B25004e4,B25004e5,B25004e6,B25004e7,B25004e8,B25063e1,B25063e2,B25063e3,B25063e4,B25063e5,B25063e6,B25063e7,B25063e8,B25063e9,B25063e10,B25063e11,B25063e12,B25063e13,B25063e14,B25063e15,B25063e16,B25063e17,B25063e18,B25063e19,B25063e20,B25063e21,B25063e22,B25063e23,B25063e24,B25064e1,B25075e1,B25075e2,B25075e3,B25075e4,B25075e5,B25075e6,B25075e7,B25075e8,B25075e9,B25075e10,B25075e11,B25075e12,B25075e13,B25075e14,B25075e15,B25075e16,B25075e17,B25075e18,B25075e19,B25075e20,B25075e21,B25075e22,B25075e23,B25075e24,B25075e25,B25077e1
20,14000US36005004200,7429,7429,90,3273,0,0,3984,2702,784,2702,360,295,508,126,143,146,84,139,156,105,403,91,80,66,0,0,27868.0,2797,2797,2702,95,2702,198,2504,95,0,31,0,0,0,0,64,2504,2497,48,0,43,332,15,177,0,183,0,66,167,173,28,96,64,267,287,280,66,147,58,7,709.0,198,22,0,0,0,31,0,0,15,0,0,0,0,0,0,46,0,0,26,10,22,26,0,0,0,141800.0
21,14000US36005004300,5334,5334,20,1085,0,0,4119,1809,786,1809,379,286,164,157,165,100,45,40,89,104,124,63,22,19,21,31,22359.0,2005,2005,1809,196,1809,198,1611,196,115,0,27,0,0,0,54,1611,1611,0,0,59,298,80,102,76,26,37,16,8,93,21,12,68,37,168,244,93,130,43,0,675.0,198,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,108,41,0,0,446300.0
22,14000US36005004400,4780,4780,131,1636,0,259,2748,1668,752,1668,422,227,166,141,103,76,51,96,67,47,110,50,40,28,11,33,21033.0,1723,1723,1668,55,1668,148,1520,55,0,0,27,0,0,0,28,1520,1520,6,68,49,342,155,102,51,63,55,69,94,82,3,35,16,62,173,11,44,9,31,0,387.0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,37,22,0,27,432400.0
23,14000US36005004600,1605,1605,29,533,13,0,1030,657,171,657,133,25,52,83,29,38,12,26,17,97,27,79,0,0,32,7,31250.0,726,726,657,69,657,119,538,69,0,6,0,0,0,0,63,538,525,0,0,15,32,0,0,10,15,23,26,29,28,19,100,69,37,14,51,57,0,0,13,733.0,119,11,0,0,0,0,0,0,0,0,0,0,23,19,16,0,0,6,0,0,10,13,21,0,0,110200.0
24,14000US36005004800,3882,3882,31,692,0,210,2928,1234,473,1234,174,171,140,140,118,66,12,83,25,143,68,51,15,28,0,0,24683.0,1398,1398,1234,164,1234,92,1142,164,47,0,0,0,0,20,97,1142,1066,0,0,22,31,10,19,8,15,9,10,34,32,0,31,40,75,100,491,67,34,38,76,1049.0,92,0,0,0,0,0,0,0,22,9,0,0,0,0,6,0,0,0,0,0,25,3,27,0,0,336000.0
25,14000US36005005001,4782,4782,0,1427,0,0,3269,1432,469,1432,275,145,106,109,77,111,54,142,0,136,51,110,54,35,27,0,30106.0,1573,1573,1432,141,1432,170,1262,141,15,12,0,0,0,0,114,1262,1227,0,20,18,19,0,0,0,0,17,30,0,0,32,7,4,33,118,343,378,146,62,35,1230.0,170,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,14,14,22,56,54,0,0,444600.0
26,14000US36005005002,5644,5644,26,787,73,135,4262,1656,560,1656,239,151,170,87,133,71,68,86,153,213,94,83,32,18,58,0,32788.0,1936,1936,1656,280,1656,67,1589,280,36,0,0,0,0,17,227,1589,1573,0,0,15,33,0,15,69,16,67,13,17,0,21,70,65,140,170,446,247,169,0,16,1042.0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,45,0,0,563900.0
27,14000US36005005100,5858,5858,27,1926,77,10,3818,1957,788,1957,424,247,221,251,38,82,216,121,61,130,86,46,13,10,11,0,21423.0,2029,2029,1957,72,1957,0,1957,72,42,0,0,0,0,0,30,1957,1939,0,8,47,203,109,77,118,149,224,90,59,199,92,95,89,55,145,121,29,12,18,18,519.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
28,14000US36005005200,1985,1985,9,740,0,60,1171,745,358,745,237,90,61,10,6,13,44,69,29,55,17,52,30,5,27,0,17106.0,792,792,745,47,745,19,726,47,27,0,0,0,20,0,0,726,710,9,28,0,117,33,38,17,6,51,13,9,22,24,11,15,84,52,119,50,12,0,16,675.0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,5,0,0,0,343800.0
29,14000US36005005300,3008,3008,19,1578,10,0,1364,1262,700,1262,480,147,149,86,35,73,39,61,79,52,61,0,0,0,0,0,15087.0,1617,1617,1262,355,1262,0,1262,355,237,0,0,0,0,0,118,1262,1262,23,0,18,60,50,98,121,66,102,47,45,24,14,46,24,65,191,132,118,18,0,0,602.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
30,14000US36005005400,6052,6052,2,1187,0,132,4461,1672,570,1672,252,146,162,165,116,140,75,46,50,65,30,198,97,63,46,21,29583.0,1930,1930,1672,258,1672,330,1342,258,75,9,46,0,14,0,114,1342,1254,0,0,0,0,40,18,26,18,4,37,0,35,32,44,57,80,123,356,216,168,0,88,1079.0,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,16,0,0,0,49,174,59,0,0,439100.0
31,14000US36005005600,2383,2383,30,547,0,42,1704,892,347,892,230,85,79,44,20,49,46,104,22,50,35,61,59,0,0,8,26000.0,1068,1068,892,176,892,70,822,176,39,8,0,0,0,0,129,822,811,0,15,6,91,0,52,4,15,10,24,26,25,10,0,5,42,91,167,185,43,0,11,988.0,70,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,9,4,5,0,24,0,15,541700.0
32,14000US36005005902,2849,2849,60,600,98,0,2084,1076,342,1076,225,42,27,87,103,46,121,40,20,84,134,99,0,21,8,19,35488.0,1153,1153,1076,77,1076,167,909,77,0,13,0,0,0,0,64,909,909,0,0,0,26,63,21,0,0,0,0,0,10,23,19,23,54,128,171,245,126,0,0,1128.0,167,0,0,0,0,0,0,0,0,0,0,7,16,0,32,8,9,24,34,28,0,0,0,9,0,187000.0
33,14000US36005006000,1255,1255,66,128,0,11,1050,329,97,329,22,11,3,23,64,9,25,32,7,41,37,39,0,0,0,16,40586.0,382,382,329,53,329,63,266,53,33,0,0,0,0,0,20,266,266,0,0,0,0,0,0,0,0,2,5,6,0,2,5,0,25,49,101,58,13,0,0,1097.0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14,10,21,0,0,396400.0
34,14000US36005006100,3789,3789,78,3027,0,0,577,2065,345,2065,220,150,120,54,88,95,117,254,94,210,240,256,96,0,46,25,43950.0,2250,2250,2065,185,2065,1125,940,185,97,0,48,0,0,0,40,940,908,0,0,0,50,0,26,0,21,0,0,0,0,51,49,40,136,225,253,57,0,0,32,936.0,1125,14,97,167,288,9,25,0,18,28,0,0,11,20,0,0,15,17,110,119,35,152,0,0,0,24900.0
35,14000US36005006200,7665,7665,1,2638,0,16,5010,2344,978,2344,408,271,263,219,222,194,93,86,26,121,128,136,117,60,0,0,25500.0,2480,2480,2344,136,2344,97,2247,136,28,0,0,0,26,0,82,2247,2164,54,0,31,226,58,118,187,123,127,108,45,37,0,15,117,129,106,336,100,180,67,83,607.0,97,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,26,49,0,0,0,401000.0
36,14000US36005006300,5019,5019,134,1172,36,415,3262,1892,588,1892,344,152,161,82,95,215,42,78,82,100,194,229,84,11,23,0,31830.0,2034,2034,1892,142,1892,220,1672,142,56,17,21,0,0,0,48,1672,1672,0,0,0,43,19,37,53,46,42,0,26,28,0,7,52,152,117,545,362,90,53,0,1098.0,220,0,0,0,0,0,0,0,0,0,0,0,8,0,70,0,26,0,17,41,31,21,6,0,0,217600.0
37,14000US36005006400,4017,4017,115,1197,0,215,2309,1229,332,1229,151,149,115,46,89,35,74,6,72,65,212,77,53,58,10,17,36446.0,1406,1406,1229,177,1229,107,1122,177,36,57,0,0,54,0,30,1122,1031,0,0,16,11,0,0,8,54,0,28,33,0,0,32,0,0,85,178,321,256,9,91,1305.0,107,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,8,22,54,0,0,502300.0
38,14000US36005006500,5734,5734,358,1890,0,80,3325,1841,775,1841,431,201,238,169,169,132,25,101,77,111,54,84,0,0,20,29,21640.0,1986,1986,1841,145,1841,9,1832,145,77,33,0,0,0,0,35,1832,1832,0,0,18,72,28,72,30,42,45,39,47,18,25,101,94,139,270,358,215,219,0,0,954.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,
39,14000US36005006700,7812,7812,192,1786,128,0,5701,2333,1150,2333,700,330,191,165,91,149,124,23,19,134,186,96,105,0,20,0,19079.0,2439,2439,2333,106,2333,171,2162,106,75,0,0,0,0,0,31,2162,2162,18,0,94,304,18,129,24,205,31,44,122,88,84,65,199,72,92,123,270,131,49,0,652.0,171,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,23,63,32,0,0,415100.0
40,14000US36005006800,2984,2984,46,1211,0,96,1524,979,274,979,175,83,98,87,31,96,64,0,20,98,66,99,46,8,8,0,30969.0,1103,1103,979,124,979,195,784,124,15,0,0,0,21,0,88,784,784,0,0,0,10,24,0,19,21,0,9,0,20,0,34,0,25,61,216,137,199,9,0,1196.0,195,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,63,62,15,29,0,413700.0
41,14000US36005006900,7364,7364,74,2481,0,118,4574,2608,1259,2608,700,481,193,65,173,217,84,74,142,100,120,73,82,61,34,9,17460.0,2689,2689,2608,81,2608,85,2523,81,29,0,0,0,0,0,52,2523,2523,0,0,83,343,192,175,84,34,81,93,0,103,29,89,22,272,265,329,175,154,0,0,725.0,85,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,59400.0
42,14000US36005007000,4794,4794,68,1238,95,216,3039,1298,408,1298,139,136,98,115,98,43,137,56,32,105,106,67,86,29,51,0,36852.0,1441,1441,1298,143,1298,318,980,143,16,13,0,0,0,0,114,980,970,0,0,0,37,18,0,0,24,24,0,0,24,0,0,19,0,46,167,274,244,93,10,1365.0,318,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,30,28,37,176,32,0,0,427800.0
43,14000US36005007100,2316,2316,5,854,4,6,1429,676,162,676,36,67,57,70,34,39,23,52,55,46,90,73,18,10,6,0,40682.0,755,755,676,79,676,273,403,79,51,0,11,0,0,0,17,403,381,0,0,29,23,28,16,4,20,0,31,11,0,0,8,15,21,31,76,68,0,0,22,826.0,273,0,0,0,0,0,0,0,0,0,0,19,0,0,0,12,27,31,82,36,34,14,18,0,0,229000.0
44,14000US36005007200,5985,5985,259,854,0,1255,3110,1775,519,1775,232,139,166,128,49,48,79,75,95,181,164,283,33,47,45,11,42193.0,1862,1862,1775,87,1775,437,1338,87,0,19,0,0,0,0,68,1338,1299,0,0,7,25,8,11,0,0,0,44,0,0,7,17,59,76,131,498,176,210,30,39,1133.0,437,0,0,0,0,9,0,0,0,0,9,0,0,8,7,43,0,0,43,35,55,132,96,0,0,407200.0
45,14000US36005007300,3596,3596,174,1095,4,0,2291,1270,462,1270,301,173,97,145,95,57,49,69,23,87,76,16,72,10,0,0,22254.0,1376,1376,1270,106,1270,36,1234,106,106,0,0,0,0,0,0,1234,1234,0,0,74,63,37,22,8,73,0,46,50,18,15,54,53,126,70,289,98,111,27,0,883.0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,25,0,0,
46,14000US36005007400,3863,3863,39,1298,0,40,2478,1418,270,1418,146,87,123,91,30,54,73,141,66,85,96,171,119,36,100,0,43696.0,1440,1440,1418,22,1418,541,877,22,0,19,0,0,0,0,3,877,869,0,0,0,0,0,0,0,11,0,26,24,35,4,36,28,34,100,264,117,114,76,8,1129.0,541,0,18,42,0,12,0,0,0,0,0,0,0,7,0,0,0,14,1,26,130,172,119,0,0,411900.0
47,14000US36005007500,4666,4666,109,1466,0,0,3091,1756,550,1756,315,267,183,213,80,182,132,22,22,72,64,121,46,18,12,7,21723.0,1868,1868,1756,112,1756,298,1458,112,43,0,20,0,0,0,49,1458,1434,0,32,84,230,57,25,28,51,40,68,35,61,61,45,50,70,70,137,172,94,24,24,655.0,298,0,0,9,0,7,0,0,0,0,0,0,0,0,32,7,0,12,55,64,75,37,0,0,0,271100.0
48,14000US36005007600,5682,5682,168,1387,59,226,3561,1571,555,1571,214,141,182,65,20,44,76,62,71,165,188,151,69,42,49,32,41754.0,1795,1795,1571,224,1571,277,1294,224,86,0,0,0,16,0,122,1294,1254,0,0,0,38,5,11,35,0,15,20,0,0,11,16,0,51,211,325,179,250,87,40,1165.0,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,36,117,122,0,0,485900.0
49,14000US36005007700,1866,1866,14,420,14,0,1418,594,209,594,84,35,120,31,44,31,60,0,29,37,11,35,47,5,25,0,27250.0,637,637,594,43,594,132,462,43,43,0,0,0,0,0,0,462,462,0,0,0,20,0,0,0,0,7,0,0,25,0,21,29,29,15,191,33,76,16,0,1111.0,132,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,7,19,12,58,26,0,0,431000.0
50,14000US36005007800,6793,6793,319,679,0,743,4876,2021,685,2021,367,171,164,172,92,102,28,129,128,199,116,179,105,41,28,0,32060.0,2208,2208,2021,187,2021,295,1726,187,53,61,26,0,0,0,47,1726,1527,0,0,34,11,9,0,0,102,0,18,0,33,34,34,16,19,128,463,184,409,33,199,1176.0,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,105,122,45,0,0,416000.0
51,14000US36005007900,6128,6128,163,1289,0,0,4631,2235,910,2235,546,366,188,0,200,158,234,109,71,160,77,47,48,0,31,0,25244.0,2437,2437,2235,202,2235,59,2176,202,83,0,21,0,11,0,87,2176,2176,0,26,53,313,152,169,11,71,37,43,47,135,112,152,135,107,113,214,132,120,34,0,664.0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,46,0,0,0,435900.0
52,14000US36005008300,5752,5752,39,1379,0,0,4251,2012,904,2012,559,249,261,64,79,100,163,84,105,56,155,59,57,12,0,9,18441.0,2161,2161,2012,149,2012,185,1827,149,113,0,0,0,0,0,36,1827,1770,45,3,20,90,121,38,85,31,58,46,99,0,115,23,153,131,154,265,154,106,33,57,786.0,185,0,0,0,0,10,0,0,0,0,0,0,0,0,34,0,0,0,12,44,21,64,0,0,0,291500.0
53,14000US36005008400,2441,2441,45,706,12,31,1520,657,108,657,62,40,7,16,13,67,15,8,45,72,34,107,55,61,43,12,54219.0,750,750,657,93,657,396,261,93,0,0,0,0,0,0,93,261,249,0,0,0,0,8,17,0,0,0,11,0,20,0,0,11,0,15,13,78,38,38,12,1345.0,396,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,5,4,156,104,107,0,12,424000.0
54,14000US36005008500,5946,5946,52,931,0,66,4851,1700,667,1700,428,149,193,97,42,81,90,52,91,121,134,105,40,35,20,22,23882.0,1878,1878,1700,178,1700,123,1577,178,48,32,0,0,0,0,98,1577,1559,0,36,0,88,175,23,12,77,66,13,63,25,0,0,47,93,84,369,188,200,0,18,973.0,123,0,0,0,13,0,0,0,0,0,0,0,0,0,8,0,0,0,25,18,16,14,29,0,0,293100.0
55,14000US36005008600,3558,3558,20,701,0,86,2707,1376,588,1376,303,244,139,101,93,106,50,84,21,42,85,60,20,11,17,0,20069.0,1471,1471,1376,95,1376,164,1212,95,32,0,0,0,0,0,63,1212,1212,18,0,27,210,174,73,123,73,56,42,61,62,33,0,30,25,80,88,37,0,0,0,392.0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,12,25,54,56,10,0,0,370400.0
56,14000US36005008700,6278,6278,154,1307,0,0,4817,1817,623,1817,337,181,169,74,223,160,44,115,16,66,223,74,32,82,21,0,28725.0,1904,1904,1817,87,1817,63,1754,87,62,0,0,0,0,0,25,1754,1745,0,9,54,35,59,58,39,55,5,75,98,45,35,47,31,131,136,383,188,241,21,9,971.0,63,0,0,0,0,0,0,0,8,0,0,0,0,25,0,0,0,0,0,19,0,11,0,0,0,99400.0
57,14000US36005008900,3434,3434,36,396,16,9,2830,1175,588,1175,369,140,120,66,60,67,10,89,29,166,8,15,36,0,0,0,18794.0,1227,1227,1175,52,1175,56,1119,52,14,0,0,0,0,0,38,1119,1029,35,14,0,78,49,19,49,59,52,63,0,38,31,45,32,19,94,166,82,78,26,90,731.0,56,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,33,17,0,0,0,366700.0
58,14000US36005009000,4058,4058,90,831,0,232,2905,1176,466,1176,297,78,73,42,154,95,6,52,37,72,45,62,22,29,107,5,27910.0,1238,1238,1176,62,1176,313,863,62,17,0,0,0,0,0,45,863,863,14,9,61,93,41,59,52,57,8,28,42,50,90,67,39,24,61,55,0,13,0,0,561.0,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,26,124,66,88,0,6,405300.0
59,14000US36005009200,5255,5255,197,871,0,569,3396,1706,528,1706,291,169,124,170,75,80,48,57,60,152,146,189,27,62,9,47,30845.0,1891,1891,1706,185,1706,296,1410,185,0,0,22,0,22,0,141,1410,1387,0,0,0,0,0,12,16,7,0,0,10,0,12,18,9,103,123,398,334,345,0,23,1241.0,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,8,15,72,162,28,0,0,425900.0
