,GEOID,year,m_income,m_inc_group,med3_over_total,m_rent,m_rent_group,med3_rent,m_own,m_own_group,med3_own,perc_white,perc_poverty,perc_o25_ed,owner_occ,rent_occ,rent_vac,temp_vac,other_vac
0,14000US36005021301,2018,24970.0,3,0.32516703786191536,1013.0,17,0.5951742627345844,277800.0,18,0.631578947368421,0.05290227773695812,0.40979955456570155,0.41698352344740175,0.16630196936542668,0.8161925601750547,0.0,0.0,0.0175054704595186
1,14000US36005021302,2018,30220.0,5,0.23401090728805157,1132.0,17,0.5532574974146846,,30,0.0,0.004635761589403974,0.36142786316311354,0.4264255910987483,0.018999073215940687,0.9156626506024096,0.018999073215940687,0.0,0.04633920296570899
2,14000US36005021501,2018,27630.0,4,0.15982721382289417,1151.0,17,0.4151084517576664,,30,0.0,0.01166242578456319,0.3714902807775378,0.44869771112865037,0.01314878892733564,0.9480968858131488,0.02629757785467128,0.0,0.01245674740484429
3,14000US36005021502,2018,22926.0,3,0.2679981421272643,1068.0,17,0.5131123206333498,378200.0,19,0.639344262295082,0.003780122853992755,0.4384579656293544,0.3771718791766907,0.027465105808194508,0.9419180549302116,0.00945520036019811,0.0,0.021161638901395767
4,14000US36005021601,2018,29990.0,4,0.313595166163142,1296.0,18,0.9141989369779803,462100.0,20,0.44329896907216493,0.05417814508723599,0.28882175226586104,0.44265734265734263,0.1653409090909091,0.775,0.007954545454545454,0.0,0.051704545454545454
5,14000US36005021602,2018,49750.0,8,0.20543433511733222,1314.0,18,0.8151635282457879,132100.0,14,0.51338199513382,0.012067435669920142,0.18855496088925483,0.5754810064134188,0.15887127947429455,0.7800541167375338,0.021646695013529185,0.0,0.039427908774642445
6,14000US36005021700,2018,25304.0,4,0.1405598570577725,1111.0,17,0.5027388922702374,,30,0.0,0.016903050320575094,0.39964264443120906,0.4424778761061947,0.009110396570203644,0.8906752411575563,0.02572347266881029,0.004287245444801715,0.07020364415862808
7,14000US36005021800,2018,39596.0,6,0.1543103448275862,1296.0,18,0.7530266343825666,376500.0,19,0.24897119341563786,0.02907225309961522,0.2439655172413793,0.38580448508600046,0.19740048740861088,0.7449228269699432,0.019902518277822908,0.0,0.03777416734362307
8,14000US36005021900,2018,21686.0,3,0.3442211055276382,1326.0,18,0.7525510204081632,,30,0.0,0.01818181818181818,0.4371859296482412,0.3607305936073059,0.0,0.8805309734513275,0.10619469026548672,0.0,0.01327433628318584
9,14000US36005022000,2018,32222.0,5,0.13757396449704143,1197.0,17,0.5924764890282131,,30,0.0,0.020062416406598307,0.3076923076923077,0.30152949745083757,0.018055555555555554,0.9208333333333333,0.005555555555555556,0.0,0.05555555555555555
10,14000US36005022101,2018,28192.0,4,0.2315622521808089,1161.0,17,0.6576217079010375,,30,0.0,0.001540041067761807,0.4821570182394925,0.3983325613710051,0.0,0.9744976816074189,0.025502318392581144,0.0,0.0
11,14000US36005022102,2018,23973.0,3,0.2877442273534636,1148.0,17,0.6636422553467272,557700.0,21,0.38235294117647056,0.0012662807525325615,0.41563055062166965,0.34570982839313574,0.019473081328751432,0.9478808705612829,0.023482245131729668,0.0,0.009163802978235968
12,14000US36005022200,2018,41228.0,7,0.1850877192982456,1343.0,18,0.7822916666666667,360400.0,19,0.4909090909090909,0.07341147439851943,0.15263157894736842,0.35562444641275465,0.1383067896060352,0.8172673931265717,0.025146689019279127,0.0,0.019279128248113998
13,14000US36005045101,2018,80833.0,11,0.46551724137931033,1476.0,18,0.754,402300.0,20,0.6859504132231405,0.7577720207253886,0.03580901856763926,0.6925490196078431,0.28741092636579574,0.6080760095011877,0.055819477434679333,0.0,0.048693586698337295
14,14000US36005045102,2018,68915.0,10,0.373508353221957,1472.0,18,0.76875,421000.0,20,0.5890804597701149,0.7620396600566572,0.027446300715990454,0.5649122807017544,0.39635535307517084,0.5580865603644647,0.0,0.0,0.04555808656036447
15,14000US36005045600,2018,90590.0,11,0.2566111655239961,1448.0,18,0.6948529411764706,503000.0,21,0.7503337783711616,0.15460526315789475,0.03721841332027424,0.4711864406779661,0.6501736111111112,0.2361111111111111,0.0,0.0,0.11371527777777778
16,14000US36005045800,2018,24341.0,3,0.2935103244837758,553.0,10,0.05801376597836775,,30,0.0,0.003568242640499554,0.46853490658800395,0.3666086956521739,0.0,0.9802409638554217,0.019759036144578312,0.0,0.0
17,14000US36005046000,2018,30938.0,5,0.09260991580916744,799.0,14,0.05574912891986063,461800.0,20,0.844559585492228,0.02664576802507837,0.37324602432179604,0.36754297269969666,0.18054256314312442,0.8194574368568756,0.0,0.0,0.0
18,14000US36005046201,2018,50179.0,9,0.2335698136742808,994.0,16,0.6008064516129032,24600.0,3,0.5143864859847782,0.08962931522354273,0.09448818897637795,0.5742501492811538,0.4134940128953024,0.5710776788455634,0.004758980657046362,0.0,0.010669327602087811
19,14000US36005046202,2018,50375.0,9,0.15120147874306838,1162.0,17,0.367536231884058,348200.0,19,0.4173469387755102,0.012002017145738779,0.25730129390018486,0.4684584980237154,0.3554588320638375,0.6256800870511425,0.007616974972796518,0.0,0.011244105912223431
20,14000US36005048400,2018,73600.0,10,0.33868378812199035,1348.0,18,0.8635514018691589,432500.0,20,0.8284106891701828,0.027629665535627727,0.06581059390048154,0.5498923187365399,0.5357950263752826,0.4031650339110776,0.0,0.03692539562923888,0.024114544084400905
21,14000US36005050400,2018,,15,0.07407407407407407,900.0,16,0.38,,30,0.0,0.0,0.35185185185185186,0.4051724137931034,0.07407407407407407,0.9259259259259259,0.0,0.0,0.0
22,14000US36005051600,2018,94519.0,11,0.24817107484524478,1170.0,17,0.34205607476635513,536200.0,21,0.7860655737704918,0.7086223984142715,0.09003939223410241,0.6855881425417849,0.5977462028417443,0.27290543851053406,0.0,0.007349338559529643,0.12199902008819206
23,14000US36005022300,2018,26537.0,4,0.23685636856368564,1122.0,17,0.49660249150622876,,30,0.0,0.010831035840882236,0.37289972899728996,0.351416515973478,0.0,0.9792993630573248,0.010084925690021231,0.0,0.010615711252653927
24,14000US36005022401,2018,51397.0,9,0.23633156966490299,1454.0,18,0.890798786653185,137700.0,14,0.6,0.07508532423208192,0.21957671957671956,0.5361702127659574,0.12236286919831224,0.8345991561181435,0.02869198312236287,0.0,0.014345991561181435
25,14000US36005022403,2018,39632.0,6,0.12005965697240865,1449.0,18,0.825491873396065,193000.0,16,0.7721518987341772,0.1754593953764078,0.3087248322147651,0.5281090289608177,0.11609110947832477,0.8692138133725202,0.014695077149155033,0.0,0.0
26,14000US36005022404,2018,51918.0,9,0.2722313147845063,1303.0,18,0.7617379117028732,127100.0,14,0.3916256157635468,0.20812544547398432,0.1336606655755592,0.5406010230179028,0.21957815035154138,0.7717685235262304,0.008653326122228232,0.0,0.0
27,14000US36005022500,2018,35137.0,6,0.18041237113402062,1188.0,17,0.5699172033118676,435700.0,20,0.6119402985074627,0.01789384596783944,0.29896907216494845,0.3377526624646816,0.027974947807933193,0.9440501043841336,0.027974947807933193,0.0,0.0
28,14000US36005022701,2018,31214.0,5,0.16379310344827586,1198.0,17,0.6568349404424276,116800.0,13,0.45098039215686275,0.01020408163265306,0.31896551724137934,0.4192865779927449,0.026870389884088516,0.9510010537407798,0.015279241306638568,0.0,0.00684931506849315
29,14000US36005022702,2018,30337.0,5,0.0831889081455806,1118.0,17,0.6715063520871143,,30,0.0,0.0,0.36915077989601386,0.3733459357277883,0.006932409012131715,0.9930675909878682,0.0,0.0,0.0
30,14000US36005022703,2018,46635.0,8,0.0868824531516184,1327.0,18,0.7974683544303798,,30,0.0,0.027649769585253458,0.22657580919931858,0.4574468085106383,0.018363939899833055,0.9616026711185309,0.0,0.0,0.02003338898163606
31,14000US36005022800,2018,53735.0,9,0.25900514579759865,1425.0,18,0.7380952380952381,490000.0,20,0.6680497925311203,0.1781496062992126,0.13979416809605488,0.528903813864236,0.09717741935483871,0.8431451612903226,0.012903225806451613,0.0,0.0467741935483871
32,14000US36005022901,2018,28889.0,4,0.14517766497461929,1254.0,18,0.6013400335008375,610600.0,21,0.6455696202531646,0.022843504943743608,0.39543147208121826,0.33915359573838416,0.038405444822557123,0.9192999513855129,0.012639766650461837,0.0,0.029654837141468156
33,14000US36005022902,2018,35563.0,6,0.1583710407239819,1174.0,17,0.5600858369098712,350000.0,19,0.176056338028169,0.010620458356623811,0.3158371040723982,0.3060921248142645,0.12251941328731665,0.8308886971527178,0.04659188955996549,0.0,0.0
34,14000US36005023000,2018,41600.0,7,0.1371308016877637,1310.0,18,0.8666666666666667,504300.0,21,0.7412280701754386,0.2175141242937853,0.2805907172995781,0.4822396146899458,0.22157434402332363,0.6997084548104956,0.04664723032069971,0.0,0.03206997084548105
35,14000US36005023100,2018,28365.0,4,0.17142857142857143,1177.0,17,0.431924882629108,579500.0,21,0.6206896551724138,0.03870162297128589,0.43956043956043955,0.23449612403100775,0.06277056277056277,0.922077922077922,0.015151515151515152,0.0,0.0
36,14000US36005023200,2018,54539.0,9,0.2027194066749073,1383.0,18,0.7584745762711864,451300.0,20,0.8939393939393939,0.25820730357801547,0.22620519159456118,0.496372430471584,0.36995515695067266,0.5369955156950673,0.05829596412556054,0.0,0.034753363228699555
37,14000US36005023301,2018,27582.0,4,0.20711974110032363,1101.0,17,0.5481798715203426,,30,0.0,0.0,0.3482200647249191,0.3528922180607574,0.03073140749846343,0.9188690842040566,0.04179471419791026,0.0,0.008604794099569761
38,14000US36005023302,2018,34477.0,5,0.11336032388663968,1240.0,17,0.5021008403361344,,30,0.0,0.018196856906534328,0.3674089068825911,0.34951923076923075,0.0009775171065493646,0.9648093841642229,0.024437927663734114,0.0,0.009775171065493646
39,14000US36005023501,2018,22315.0,3,0.2692307692307692,1277.0,18,0.7545023696682465,,30,0.0,0.00785669390320553,0.4141323792486583,0.29609218436873747,0.0,1.0,0.0,0.0,0.0
40,14000US36005023502,2018,23191.0,3,0.17974835230677053,1197.0,17,0.42774936061381075,,30,0.0,0.007416267942583732,0.3529059316956261,0.249485949280329,0.03848363009764503,0.9201608271108558,0.02527283170591614,0.0080413555427915,0.0080413555427915
41,14000US36005023600,2018,30625.0,5,0.10066006600660066,1299.0,18,0.593320235756385,480200.0,20,0.9484536082474226,0.32142857142857145,0.34983498349834985,0.4373913043478261,0.15569823434991975,0.8170144462279294,0.01765650080256822,0.009630818619582664,0.0
42,14000US36005023702,2018,37083.0,6,0.22054380664652568,1123.0,17,0.3353846153846154,,30,0.0,0.009623797025371828,0.22658610271903323,0.36578947368421055,0.016666666666666666,0.9027777777777778,0.08055555555555556,0.0,0.0
43,14000US36005023703,2018,32930.0,5,0.11355081555834379,1178.0,17,0.6514522821576764,,30,0.0,0.017007418129184007,0.41718946047678795,0.31739262869326834,0.006097560975609756,0.9658536585365853,0.0,0.0,0.02804878048780488
44,14000US36005023704,2018,21095.0,3,0.3690566037735849,1193.0,17,0.5697583787996883,,30,0.0,0.006085192697768763,0.49886792452830186,0.27472035794183447,0.011544011544011544,0.9444444444444444,0.02958152958152958,0.0,0.01443001443001443
45,14000US36005023800,2018,50353.0,9,0.2602739726027397,1432.0,18,0.6660412757973734,587900.0,21,0.7814814814814814,0.15734265734265734,0.20423412204234123,0.4922752808988764,0.29475982532751094,0.5818777292576419,0.026200873362445413,0.024017467248908297,0.07314410480349345
46,14000US36005023900,2018,23734.0,3,0.22270916334661356,1153.0,17,0.643908969210174,,30,0.0,0.0,0.4653386454183267,0.3589238845144357,0.015344311377245509,0.9240269461077845,0.03817365269461078,0.0,0.02245508982035928
47,14000US36005024000,2018,34918.0,5,0.23208722741433022,1304.0,18,0.6602150537634408,431700.0,20,0.8502824858757062,0.08006613131790269,0.27258566978193144,0.3924901185770751,0.2489451476793249,0.6540084388185654,0.009142053445850914,0.0,0.08790436005625879
48,14000US36005024100,2018,37672.0,6,0.23595505617977527,1132.0,17,0.6734803657880581,643500.0,21,0.4153846153846154,0.02878673700075358,0.28804902962206336,0.3432645785586962,0.03067484662576687,0.8933459178857952,0.015101462954223691,0.0,0.06087777253421425
49,14000US36005024300,2018,23873.0,3,0.2634730538922156,1110.0,17,0.4749604638903532,406700.0,20,0.5972222222222222,0.009769094138543518,0.38772455089820357,0.39254658385093166,0.03481624758220503,0.9342359767891683,0.022243713733075435,0.0,0.008704061895551257
50,14000US36005024400,2018,54705.0,9,0.3217391304347826,1370.0,18,0.7695749440715883,444000.0,20,0.847953216374269,0.35792709705753184,0.14409937888198757,0.5320708613317043,0.3953757225433526,0.5352601156069364,0.010404624277456647,0.0,0.058959537572254334
51,14000US36005024501,2018,20192.0,3,0.2018970189701897,1115.0,17,0.46893491124260356,202100.0,17,0.7017543859649122,0.008784188460770613,0.48712737127371275,0.33719247467438496,0.03639846743295019,0.9061302681992337,0.005108556832694764,0.0,0.05236270753512133
52,14000US36005024502,2018,26406.0,4,0.14309484193011648,1174.0,17,0.5572183098591549,,30,0.0,0.005863539445628998,0.41846921797004993,0.3219206680584551,0.030032467532467532,0.9456168831168831,0.012175324675324676,0.0,0.012175324675324676
53,14000US36005024600,2018,62529.0,10,0.2813793103448276,1430.0,18,0.7492795389048992,549100.0,21,0.7827298050139275,0.420268972142171,0.15724137931034482,0.4842175957018133,0.4674479166666667,0.4765625,0.018229166666666668,0.0,0.037760416666666664
54,14000US36005024700,2018,44973.0,7,0.22496749024707413,1334.0,18,0.818705035971223,417400.0,20,0.6052631578947368,0.012272950417280314,0.25617685305591675,0.49805144193296963,0.04846938775510204,0.9323979591836735,0.0,0.0,0.01913265306122449
55,14000US36005024800,2018,58553.0,9,0.29454545454545455,1414.0,18,0.7259552042160737,474200.0,20,0.8835616438356164,0.503439240091713,0.13818181818181818,0.5824829931972789,0.24558452481076534,0.6795626576955425,0.020185029436501262,0.0,0.054667788057190914
57,14000US36005025000,2018,77000.0,11,0.3193877551020408,1215.0,17,0.6204379562043796,458400.0,20,0.7260536398467433,0.5042602633617351,0.13877551020408163,0.5744568097509274,0.5107632093933464,0.4481409001956947,0.012720156555772993,0.02837573385518591,0.0
58,14000US36005025100,2018,28209.0,4,0.18923933209647495,1193.0,17,0.5441834451901566,480200.0,20,0.8293515358361775,0.0081374321880651,0.3826530612244898,0.41620947630922694,0.12987588652482268,0.8257978723404256,0.025709219858156027,0.0,0.018617021276595744
59,14000US36005025200,2018,74712.0,10,0.2939890710382514,1515.0,19,0.7525987525987526,480400.0,20,0.8522167487684729,0.4112873478421247,0.10819672131147541,0.5125260960334029,0.40357852882703776,0.5059642147117296,0.012922465208747515,0.008946322067594433,0.06858846918489066
60,14000US36005025300,2018,33048.0,5,0.19012345679012346,1216.0,17,0.6355191256830601,208300.0,17,0.38613861386138615,0.003484320557491289,0.2903703703703704,0.3586364938413062,0.0482560917343526,0.9192546583850931,0.0,0.0,0.03248924988055423
61,14000US36005025400,2018,50735.0,9,0.2480719794344473,1459.0,18,0.7131782945736435,477500.0,20,0.839572192513369,0.5765379113018598,0.16709511568123395,0.5583657587548638,0.44683393070489846,0.4826762246117085,0.015531660692951015,0.014336917562724014,0.04062126642771804
62,14000US36005025500,2018,27145.0,4,0.16019205587079877,1125.0,17,0.5225352112676056,457100.0,20,0.7083333333333334,0.02939898624185373,0.33260584897424705,0.3190255220417633,0.041903099083369706,0.9580969009166302,0.0,0.0,0.0
63,14000US36005025600,2018,43316.0,7,0.21543408360128619,1365.0,18,0.8238341968911918,464000.0,20,0.8316831683168316,0.21386255924170616,0.1832797427652733,0.5383194829178208,0.29148629148629146,0.6060606060606061,0.023088023088023088,0.0,0.07936507936507936
64,14000US36005025700,2018,42679.0,7,0.13748191027496381,1367.0,18,0.7576687116564417,569400.0,21,0.8717948717948718,0.018283392585068562,0.25470332850940663,0.4569313593539704,0.05409153952843273,0.9042995839112344,0.04160887656033287,0.0,0.0
65,14000US36005026100,2018,70733.0,10,0.34427860696517415,1358.0,18,0.7973568281938326,161000.0,15,0.40102827763496146,0.038974358974358976,0.03980099502487562,0.7177677998717127,0.7339622641509433,0.21415094339622642,0.0,0.0,0.05188679245283019
66,14000US36005026300,2018,23750.0,3,0.2216624685138539,1123.0,17,0.4910237748665696,,30,0.0,0.0914380714879468,0.3610411418975651,0.3369330453563715,0.048197650870797894,0.9165654110976104,0.012555690562980963,0.0,0.022681247468610773
67,14000US36005026400,2018,56531.0,9,0.3128930817610063,1408.0,18,0.5708502024291497,386000.0,19,0.6099210822998873,0.32085957762134126,0.06761006289308176,0.5035971223021583,0.417608286252354,0.4806967984934087,0.015536723163841809,0.02071563088512241,0.06544256120527307
68,14000US36005026500,2018,38382.0,6,0.21973929236499068,1212.0,17,0.554074074074074,,30,0.0,0.0340118187787262,0.3682495344506518,0.3797113071371291,0.022153300841825433,0.9295525033229951,0.04253433761630483,0.0,0.0057598582188746125
69,14000US36005026601,2018,53000.0,9,0.2178932178932179,1407.0,18,0.876629889669007,476200.0,20,0.7235772357723578,0.3380071599045346,0.11904761904761904,0.4930875576036866,0.25967628430682616,0.7156931738212526,0.024630541871921183,0.0,0.0
70,14000US36005026602,2018,57386.0,9,0.17598684210526316,1274.0,18,0.7445500279485746,338200.0,19,0.3904109589041096,0.3616285769156904,0.21175986842105263,0.48029873808910634,0.22290076335877862,0.7053435114503817,0.05305343511450382,0.004961832061068702,0.013740458015267175
71,14000US36005026701,2018,48795.0,8,0.1379833206974981,1315.0,18,0.7474509803921568,718800.0,21,0.7714285714285715,0.016757139485485014,0.25701288855193327,0.4570596797671033,0.024964336661911554,0.9158345221112696,0.012838801711840228,0.0,0.046362339514978604
72,14000US36005026702,2018,36174.0,6,0.1341991341991342,1286.0,18,0.7751136833402232,425000.0,20,0.6311475409836066,0.03088214928680238,0.3707201889020071,0.36256906077348067,0.0473418703919286,0.9386883973612729,0.013969732246798603,0.0,0.0
73,14000US36005026900,2018,37625.0,6,0.12721893491124261,1092.0,17,0.5329991645781119,200900.0,17,0.3419354838709677,0.008323424494649227,0.28624260355029585,0.43052284503061705,0.1037483266398929,0.8012048192771084,0.05756358768406961,0.0,0.03748326639892905
74,14000US36005027300,2018,36902.0,6,0.146795827123696,1302.0,18,0.6363636363636364,528300.0,21,0.6353383458646616,0.03014566181127296,0.28055141579731746,0.48269445478228507,0.09339887640449439,0.8490168539325843,0.009129213483146067,0.0,0.04845505617977528
75,14000US36005027401,2018,88169.0,11,0.39965297860034704,1493.0,18,0.7393162393162394,545800.0,21,0.8180367118914605,0.6893766825429696,0.01156737998843262,0.5544416597048176,0.6809782608695653,0.25869565217391305,0.01358695652173913,0.0,0.04673913043478261
76,14000US36005027402,2018,87273.0,11,0.32732732732732733,1524.0,19,0.5996055226824457,502700.0,21,0.8117942283563363,0.7026086956521739,0.10735735735735735,0.5398448519040903,0.5868924889543446,0.3939617083946981,0.0,0.0,0.01914580265095729
77,14000US36005027600,2018,,15,0.0,,30,0.0,,30,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
78,14000US36005027700,2018,28529.0,4,0.21107266435986158,1294.0,18,0.7182389937106918,352200.0,19,0.6111111111111112,0.0962523039115298,0.36678200692041524,0.4527328979030595,0.0782608695652174,0.8641304347826086,0.014673913043478261,0.010326086956521738,0.03260869565217391
79,14000US36005027900,2018,59375.0,9,0.3105143721633888,1361.0,18,0.7681641708264004,141900.0,14,0.18455971049457176,0.15863539445629,0.11686838124054463,0.5651006711409396,0.2900629811056683,0.6350594821553533,0.03883834849545136,0.015395381385584325,0.020643806857942617
80,14000US36005028100,2018,66525.0,10,0.3646990064289889,1138.0,17,0.6112852664576802,40000.0,7,0.18388625592417063,0.29296506137865913,0.06662770309760374,0.620752427184466,0.5977337110481586,0.371671388101983,0.0,0.0,0.03059490084985836
81,14000US36005028300,2018,23889.0,3,0.29890310786106034,796.0,14,0.12361809045226131,,30,0.0,0.10809778456837281,0.443327239488117,0.329738933030647,0.07042253521126761,0.8926056338028169,0.03697183098591549,0.0,0.0
82,14000US36005028400,2018,,15,0.0,,30,0.0,,30,0.0,0.36789297658862874,0.0,0.3160621761658031,0.19047619047619047,0.8095238095238095,0.0,0.0,0.0
83,14000US36005028500,2018,57572.0,9,0.2883051907442151,1499.0,18,0.7188976377952756,230300.0,17,0.15436241610738255,0.4834136660051035,0.22951844903064414,0.7557403008709422,0.1793020457280385,0.782791817087846,0.009025270758122744,0.0,0.02888086642599278
84,14000US36005028600,2018,81607.0,11,0.5611353711790393,1479.0,18,0.6261261261261262,473500.0,20,0.9152542372881356,0.5017921146953405,0.1222707423580786,0.7022900763358778,0.502127659574468,0.4723404255319149,0.0,0.0,0.02553191489361702
85,14000US36005028700,2018,55250.0,9,0.2391304347826087,1390.0,18,0.5387096774193548,516600.0,21,0.6202090592334495,0.2826666666666667,0.10305958132045089,0.5393508225878169,0.22687747035573122,0.7549407114624506,0.0,0.0,0.01818181818181818
86,14000US36005028800,2018,85893.0,11,0.30185348631950576,1700.0,19,0.8439425051334702,544300.0,21,0.841091492776886,0.6319951338199513,0.13945278022947927,0.5334645669291339,0.515728476821192,0.42218543046357615,0.02152317880794702,0.0,0.04056291390728477
87,14000US36005028900,2018,48701.0,8,0.2424080980287693,1275.0,18,0.7140210006176653,263500.0,18,0.7757847533632287,0.16404776869893148,0.16941928609483217,0.5024875621890548,0.11412487205731832,0.8464687819856704,0.027635619242579325,0.0,0.011770726714431934
88,14000US36005029301,2018,108611.0,12,0.2740492170022371,1569.0,19,0.6,416300.0,20,0.5486486486486486,0.7231270358306189,0.040268456375838924,0.8137071651090343,0.7773109243697479,0.16176470588235295,0.0,0.012605042016806723,0.04831932773109244
89,14000US36005029302,2018,96205.0,11,0.35609397944199705,2089.0,20,0.6522131887985546,265600.0,18,0.36971608832807573,0.6140107508236519,0.06938325991189427,0.779107725788901,0.5782561109084275,0.41554177307551987,0.0,0.006202116016052536,0.0
90,14000US36005029500,2018,94421.0,11,0.38961038961038963,1680.0,19,0.8120503597122302,341800.0,19,0.3130227001194743,0.5697999569799957,0.04895104895104895,0.7816860465116279,0.39705882352941174,0.5526565464895635,0.016603415559772294,0.0,0.033681214421252374
91,14000US36005029600,2018,56250.0,9,0.28939828080229224,1384.0,18,0.8752166377816292,467900.0,20,0.8429752066115702,0.2028894472361809,0.1518624641833811,0.6955403087478559,0.16395663956639567,0.7818428184281843,0.036585365853658534,0.0,0.017615176151761516
92,14000US36005029700,2018,92981.0,11,0.3896572459410704,1619.0,19,0.6358620689655172,352400.0,19,0.5616139585605234,0.6482425543332438,0.04690318701142514,0.8530465949820788,0.5207268597387847,0.4236229415105054,0.0,0.004542873367404884,0.05110732538330494
93,14000US36005030000,2018,55903.0,9,0.22213681783243658,1422.0,18,0.8195819581958196,459800.0,20,0.8277858176555717,0.27502915209062134,0.09761721752498079,0.5552924461283448,0.2522818546914932,0.6976998904709748,0.02701715954728003,0.0,0.023001095290251915
94,14000US36005030100,2018,89318.0,11,0.22344322344322345,400.0,7,0.12980769230769232,289300.0,18,0.5813253012048193,0.5359195402298851,0.152014652014652,0.6446280991735537,0.5743944636678201,0.370242214532872,0.0,0.0,0.05536332179930796
95,14000US36005030200,2018,53987.0,9,0.29290012033694346,1194.0,17,0.5959390862944163,30700.0,5,0.19365375641623891,0.05177466623249756,0.07027677496991576,0.6194536782772077,0.5076995972518361,0.4766642975598199,0.0,0.0,0.015636105188343994
96,14000US36005030701,2018,97363.0,11,0.34089101034208436,1915.0,19,0.6170063246661982,385700.0,19,0.3371212121212121,0.7258322948192986,0.06404136833731106,0.8642960812772134,0.38067772170151404,0.5255948089401586,0.046142754145638065,0.010814708002883922,0.03677000720980533
97,14000US36005030900,2018,101438.0,12,0.28141865844255975,1726.0,19,0.748653500897666,458700.0,20,0.44536652835408025,0.7110450985687281,0.036237471087124135,0.7080220850925625,0.5216450216450217,0.41414141414141414,0.017316017316017316,0.01948051948051948,0.027417027417027416
98,14000US36005031000,2018,89425.0,11,0.422680412371134,1468.0,18,0.7104247104247104,498900.0,20,0.8006042296072508,0.3417085427135678,0.1070578905630452,0.5410576667552485,0.7763878029710711,0.20953870211102424,0.0,0.0,0.014073494917904612
99,14000US36005031200,2018,90571.0,11,0.37355371900826445,1565.0,19,0.7611111111111111,458900.0,20,0.7451456310679612,0.360450563204005,0.021487603305785124,0.6622458001768347,0.6809917355371901,0.31900826446280994,0.0,0.0,0.0
100,14000US36005031400,2018,90909.0,11,0.38080495356037153,1767.0,19,0.5104166666666666,482100.0,20,0.9369369369369369,0.39972838388411047,0.02321981424148607,0.5874626865671642,0.6607142857142857,0.3005952380952381,0.005952380952380952,0.0,0.03273809523809524
101,14000US36005031600,2018,77386.0,11,0.36306729264475746,1610.0,19,0.8960573476702509,531600.0,21,0.8735955056179775,0.33717277486910996,0.12206572769953052,0.5738758029978587,0.5235294117647059,0.4161764705882353,0.0,0.023529411764705882,0.03676470588235294
102,14000US36005031800,2018,79048.0,11,0.3854166666666667,1621.0,19,0.8413284132841329,540500.0,21,0.7573770491803279,0.3291394061399094,0.1388888888888889,0.5446836268754077,0.47730829420970267,0.4241001564945227,0.06572769953051644,0.0,0.03286384976525822
104,14000US36005032300,2018,86416.0,11,0.31859883236030023,1357.0,18,0.7831207065750736,241800.0,17,0.27967359050445106,0.5993181818181819,0.07381150959132611,0.7765317286652079,0.4889372506347479,0.3808487486398259,0.014871236851650345,0.0,0.11534276387377584
105,14000US36005032400,2018,18535.0,2,0.302066772655008,629.0,11,0.0855085508550855,573300.0,21,1.0,0.09307359307359307,0.5349761526232114,0.30618637431480034,0.1125574272588055,0.8506891271056661,0.019908116385911178,0.0,0.016845329249617153
106,14000US36005032600,2018,87719.0,11,0.36876763875823143,1698.0,19,0.8686440677966102,486200.0,20,0.863063063063063,0.3889608706918891,0.1279397930385701,0.44197952218430037,0.49377224199288255,0.45195729537366547,0.0,0.0,0.054270462633451956
