,GEOID,perc_black,perc_hispanic,perc_asian,m_age,perc_male,perc_female
1890,14000US36081079200,0.7327265204799338,0.10591642532064542,0.10591642532064542,32.2,0.4646255688870501,0.5353744311129499
1891,14000US36081079300,,,,,,
1892,14000US36081079701,0.03338847947059708,0.09760866295683561,0.09760866295683561,43.1,0.4469845089487141,0.5530154910512859
1893,14000US36081079702,0.001954821894005213,0.11142484795829713,0.11142484795829713,43.7,0.5171589921807124,0.48284100781928757
1894,14000US36081079900,0.017753120665742025,0.1927877947295423,0.1927877947295423,37.2,0.49653259361997226,0.5034674063800277
1895,14000US36081080301,0.0,0.26697633266976334,0.26697633266976334,34.5,0.46295067462950673,0.5370493253704932
1896,14000US36081080302,0.053854875283446714,0.2089002267573696,0.2089002267573696,33.1,0.45918367346938777,0.5408163265306123
1897,14000US36081080900,0.06267281105990784,0.1360105332455563,0.1360105332455563,41.5,0.4529295589203423,0.5470704410796576
1898,14000US36081081400,0.567539538501426,0.1711174487943998,0.1711174487943998,33.9,0.4563131967850661,0.5436868032149339
1899,14000US36081081800,0.3536856127886323,0.23556838365896982,0.23556838365896982,33.7,0.5130994671403197,0.48690053285968027
1900,14000US36081083700,0.015960276644795178,0.07607731867352367,0.07607731867352367,41.4,0.5048767511970208,0.49512324880297925
1901,14000US36081083800,0.10991309945284841,0.2679433537174123,0.2679433537174123,36.2,0.465561635017702,0.534438364982298
1902,14000US36081084000,0.14626288659793815,0.19458762886597938,0.19458762886597938,39.8,0.47535438144329895,0.524645618556701
1903,14000US36081084500,0.10963178697732473,0.07717911379238611,0.07717911379238611,47.5,0.4626586228416892,0.5373413771583108
1904,14000US36081084601,0.05631210894368789,0.23224144276775854,0.23224144276775854,42.0,0.535149061464851,0.4648509385351491
1905,14000US36081084602,0.10254163014899212,0.3663453111305872,0.3663453111305872,35.4,0.5503943908851884,0.44960560911481157
1906,14000US36081084900,0.025409731927328167,0.1490280777537797,0.1490280777537797,38.0,0.4909160208359802,0.5090839791640198
1907,14000US36081085300,0.012975778546712802,0.0823961937716263,0.0823961937716263,45.4,0.44658304498269896,0.553416955017301
1908,14000US36081085500,0.036475095785440614,0.1906513409961686,0.1906513409961686,43.4,0.40367816091954023,0.5963218390804598
1909,14000US36081085700,0.03584352920902981,0.2124763053592969,0.2124763053592969,42.7,0.48991900740996036,0.5100809925900396
1910,14000US36081085900,0.010078797874289903,0.11838006230529595,0.11838006230529595,39.2,0.5504856148066704,0.44951438519332965
1911,14000US36081086100,0.01646586345381526,0.14779116465863454,0.14779116465863454,42.7,0.4465863453815261,0.5534136546184739
1912,14000US36081086300,0.014051861509488629,0.18948283355063017,0.18948283355063017,39.0,0.5003621613791105,0.49963783862088945
1913,14000US36081086400,0.10213243546576879,0.35203890759446316,0.35203890759446316,33.8,0.44519266741488966,0.5548073325851104
1914,14000US36081086500,0.009976798143851507,0.1074245939675174,0.1074245939675174,48.7,0.4294663573085847,0.5705336426914153
1915,14000US36081086900,0.010135135135135136,0.11148648648648649,0.11148648648648649,36.2,0.500965250965251,0.49903474903474904
1916,14000US36081087100,0.2814004376367615,0.2512035010940919,0.2512035010940919,33.5,0.40787746170678335,0.5921225382932166
1917,14000US36081088400,0.007466666666666667,0.1272,0.1272,42.8,0.4724,0.5276
1918,14000US36081088901,0.020744931636020744,0.19726544082979727,0.19726544082979727,45.0,0.4443187175860443,0.5556812824139556
1919,14000US36081089200,0.0,0.0562137330754352,0.0562137330754352,50.4,0.47642649903288203,0.523573500967118
1920,14000US36081090700,0.0,0.1947840260798696,0.1947840260798696,44.8,0.4759576202118989,0.5240423797881011
1921,14000US36081091601,0.0007356547327121138,0.012751348700343305,0.012751348700343305,49.3,0.5120156939676312,0.4879843060323688
1922,14000US36081091602,,,,,,
1923,14000US36081091800,0.0,0.0,0.0,,0.5,0.5
1924,14000US36081091900,0.02219118559900683,0.32790192427063936,0.32790192427063936,42.0,0.5287088764742396,0.4712911235257604
1925,14000US36081092200,0.0,0.026653974297953357,0.026653974297953357,47.0,0.47310804378867205,0.5268919562113279
1926,14000US36081092500,0.012302754747258626,0.477667825621824,0.477667825621824,32.7,0.47472586253008825,0.5252741374699117
1927,14000US36081092800,0.0020017157563625965,0.01372605090077209,0.01372605090077209,47.4,0.5061481269659708,0.49385187303402917
1928,14000US36081092900,0.014774369680423961,0.4173759434719769,0.4173759434719769,34.0,0.4803276055885659,0.5196723944114341
1929,14000US36081093401,0.016204339467179345,0.11260642680582257,0.11260642680582257,45.7,0.4984894259818731,0.5015105740181269
1930,14000US36081093402,0.054227261523293074,0.11954646290362336,0.11954646290362336,42.2,0.5274833620902144,0.47251663790978554
1931,14000US36081093800,0.10822510822510822,0.15012987012987014,0.15012987012987014,46.6,0.4756709956709957,0.5243290043290043
1932,14000US36081093900,0.026537997587454766,0.2927221552070768,0.2927221552070768,40.0,0.48934459187776436,0.5106554081222356
1933,14000US36081094201,0.36281540504648074,0.3144754316069057,0.3144754316069057,31.6,0.45338645418326695,0.546613545816733
1934,14000US36081094202,0.38412291933418696,0.2580025608194622,0.2580025608194622,28.6,0.4686299615877081,0.5313700384122919
1935,14000US36081094203,0.24295774647887325,0.1530763528539659,0.1530763528539659,46.4,0.48054114158636024,0.5194588584136397
1936,14000US36081094500,0.008885503935008886,0.2899212998222899,0.2899212998222899,43.4,0.5062198527545062,0.4937801472454938
1937,14000US36081094700,0.001199040767386091,0.40687450039968026,0.40687450039968026,37.1,0.5227817745803357,0.47721822541966424
1938,14000US36081095400,0.5638444839155319,0.17900138148806,0.17900138148806,35.3,0.4635879218472469,0.5364120781527532
