,GEOID,perc_black,perc_hispanic,perc_asian,m_age,perc_male,perc_female,year
172,14000US36005024600,0.0,0.34800621439668566,0.34800621439668566,40.6,0.49508026929052307,0.5049197307094769,2012
173,14000US36005024700,0.4675834970530452,0.47102161100196466,0.47102161100196466,28.6,0.5137524557956779,0.4862475442043222,2012
174,14000US36005024800,0.05602761550716941,0.22942113648433352,0.22942113648433352,42.0,0.46123207647371217,0.5387679235262879,2012
175,14000US36005025000,0.0,0.23902027027027026,0.23902027027027026,43.8,0.4907094594594595,0.5092905405405406,2012
176,14000US36005025100,0.25924883949922634,0.698973132648755,0.698973132648755,28.1,0.49964833309888873,0.5003516669011112,2012
177,14000US36005025200,0.08273244781783681,0.2679316888045541,0.2679316888045541,39.6,0.49411764705882355,0.5058823529411764,2012
178,14000US36005025300,0.20351758793969849,0.6945441493180187,0.6945441493180187,33.8,0.4791816223977028,0.5208183776022972,2012
179,14000US36005025400,0.024376088218224026,0.23447475333720255,0.23447475333720255,41.8,0.4497968659315148,0.5502031340684852,2012
180,14000US36005025500,0.2212303197532868,0.738678785911378,0.738678785911378,32.2,0.45187469566628796,0.5481253043337121,2012
181,14000US36005025600,0.12739513205592956,0.5199378560331435,0.5199378560331435,36.4,0.48006214396685654,0.5199378560331435,2012
182,14000US36005025700,0.23567193675889328,0.7643280632411067,0.7643280632411067,34.0,0.5247035573122529,0.475296442687747,2012
183,14000US36005026100,0.43684415079673533,0.38087835211815,0.38087835211815,50.6,0.48581422464049745,0.5141857753595025,2012
184,14000US36005026300,0.15279091769157993,0.7235887732576475,0.7235887732576475,31.4,0.4314096499526963,0.5685903500473037,2012
185,14000US36005026400,0.047946513849092647,0.3629417382999045,0.3629417382999045,41.8,0.46934097421203436,0.5306590257879656,2012
186,14000US36005026500,0.17451068280292845,0.677125354848349,0.677125354848349,30.8,0.4311967727476468,0.5688032272523532,2012
187,14000US36005026601,0.016304347826086956,0.4258312020460358,0.4258312020460358,44.5,0.46611253196930946,0.5338874680306905,2012
188,14000US36005026602,0.03867403314917127,0.44159431728492504,0.44159431728492504,40.6,0.5005919494869772,0.4994080505130229,2012
189,14000US36005026701,0.07165286896945475,0.7479303454182129,0.7479303454182129,31.5,0.5035683699685983,0.49643163003140167,2012
190,14000US36005026702,0.166927654243658,0.7727842154713436,0.7727842154713436,31.5,0.46163482618227375,0.5383651738177263,2012
191,14000US36005026900,0.14855739717618172,0.7489257213014119,0.7489257213014119,32.6,0.4343155310006139,0.5656844689993862,2012
192,14000US36005027300,0.13249322812389588,0.7937816511600518,0.7937816511600518,33.2,0.4311624072547403,0.5688375927452597,2012
193,14000US36005027401,0.0,0.11181342632955536,0.11181342632955536,48.0,0.4631647776809067,0.5368352223190933,2012
194,14000US36005027402,0.03559096945551129,0.18698539176626827,0.18698539176626827,43.5,0.45843293492695886,0.5415670650730412,2012
195,14000US36005027600,0.4153846153846154,0.0,0.0,37.8,0.676923076923077,0.3230769230769231,2012
196,14000US36005027700,0.19931685754470566,0.6296966043801487,0.6296966043801487,33.0,0.4008438818565401,0.5991561181434599,2012
197,14000US36005027900,0.1753823743627094,0.543918426802622,0.543918426802622,42.8,0.4857975236707939,0.5142024763292061,2012
198,14000US36005028100,0.16110826064648537,0.3453052847614161,0.3453052847614161,51.5,0.452539763981529,0.547460236018471,2012
199,14000US36005028300,0.15187823834196892,0.810880829015544,0.810880829015544,34.6,0.42357512953367876,0.5764248704663213,2012
200,14000US36005028400,0.3320235756385069,0.48722986247544203,0.48722986247544203,40.7,0.7387033398821218,0.26129666011787817,2012
201,14000US36005028500,0.04250942749400068,0.308193349331505,0.308193349331505,36.6,0.5529653753856703,0.4470346246143298,2012
202,14000US36005028600,0.010741138560687433,0.22771213748657357,0.22771213748657357,53.1,0.3523093447905478,0.6476906552094522,2012
