,GEOID,year,m_income,m_inc_group,med3_over_total,m_rent,m_rent_group,med3_rent,m_own,m_own_group,med3_own,perc_white,perc_poverty,perc_o25_ed,owner_occ,rent_occ,rent_vac,temp_vac,other_vac
1,14000US36005000200,2016,70893.0,10,0.30879038317054847,1237.0,17,0.455,394800.0,19,0.6694677871148459,0.01771091220719863,0.1322314049586777,0.4623532779845405,0.48048452220726784,0.4152086137281292,0.005383580080753701,0.0,0.09892328398384927
2,14000US36005000400,2016,76667.0,11,0.44132917964693663,1390.0,18,0.7164502164502164,353500.0,19,0.7138830162085976,0.040635451505016726,0.1261682242990654,0.6285024154589371,0.6661971830985915,0.2380281690140845,0.03333333333333333,0.0,0.06244131455399061
3,14000US36005001600,2016,31540.0,5,0.23248730964467004,945.0,16,0.4475903614457831,376400.0,19,0.7508196721311475,0.02344782034346103,0.31218274111675126,0.3905696375034069,0.1488530990727184,0.8125915080527086,0.03074670571010249,0.0,0.007808687164470474
4,14000US36005001900,2016,39130.0,6,0.24532224532224534,1134.0,17,0.5254041570438799,374400.0,19,0.8409090909090909,0.07270693512304251,0.3128898128898129,0.535180055401662,0.08704253214638971,0.8644906033630069,0.008902077151335312,0.010880316518298714,0.028684470820969338
5,14000US36005002000,2016,17083.0,2,0.3078457446808511,610.0,11,0.10471204188481675,378500.0,19,0.9158512720156555,0.014018179826963092,0.550531914893617,0.28085183836912997,0.16018808777429466,0.7827586206896552,0.026959247648902823,0.010658307210031349,0.019435736677115987
6,14000US36005002300,2016,16503.0,2,0.4122448979591837,417.0,7,0.19266528925619836,,30,0.0,0.0020729684908789387,0.49183673469387756,0.22648469199557358,0.007458975634012929,0.9671805072103431,0.02536051715564396,0.0,0.0
7,14000US36005002400,2016,,15,1.0,,30,0.0,,30,0.0,0.4715447154471545,0.0,1.0,0.0,1.0,0.0,0.0,0.0
8,14000US36005002500,2016,21060.0,3,0.24545954870665934,692.0,12,0.08495575221238938,475000.0,20,0.7777777777777778,0.016103344540789242,0.5101816180517337,0.2923780487804878,0.03507062834875792,0.84997564539698,0.06527033609352167,0.00974184120798831,0.03994154895275207
9,14000US36005002701,2016,18409.0,2,0.2537174721189591,447.0,7,0.14776951672862454,,30,0.0,0.0,0.5687732342007435,0.3209150326797386,0.0,0.9853479853479854,0.0,0.0,0.014652014652014652
10,14000US36005002702,2016,16000.0,2,0.3245125348189415,963.0,16,0.3567208271787297,437100.0,20,1.0,0.009607173356105893,0.5403899721448467,0.26910435497124074,0.0494579945799458,0.9234417344173442,0.0,0.0,0.02710027100271003
