,GEOID,perc_black,perc_hispanic,perc_asian,m_age,perc_male,perc_female,year
0,14000US36005000100,0.5992269758763161,0.29854724776755964,0.29854724776755964,32.1,0.9321604691456751,0.06783953085432494,2016
1,14000US36005000200,0.18091792039611504,0.7495715101885355,0.7495715101885355,38.6,0.4730527518567892,0.5269472481432108,2016
2,14000US36005000400,0.2973244147157191,0.6468227424749163,0.6468227424749163,39.4,0.47591973244147157,0.5240802675585284,2016
3,14000US36005001600,0.29326287978863935,0.6672721268163805,0.6672721268163805,36.9,0.4177675033025099,0.5822324966974901,2016
4,14000US36005001900,0.3262490678598061,0.540268456375839,0.540268456375839,32.5,0.4802386278896346,0.5197613721103654,2016
5,14000US36005002000,0.34333588873069765,0.6136239185193297,0.6136239185193297,32.5,0.39261855218486474,0.6073814478151353,2016
6,14000US36005002300,0.3615257048092869,0.6276948590381426,0.6276948590381426,27.8,0.43656716417910446,0.5634328358208955,2016
7,14000US36005002400,0.5284552845528455,0.0,0.0,27.9,0.7317073170731707,0.2682926829268293,2016
8,14000US36005002500,0.1789063882498673,0.7779154132012033,0.7779154132012033,30.4,0.4645195540612281,0.5354804459387719,2016
9,14000US36005002701,0.3131179960448253,0.6802900461437047,0.6802900461437047,25.2,0.4545154911008569,0.545484508899143,2016
10,14000US36005002702,0.29953031596925705,0.6908625106746371,0.6908625106746371,27.3,0.48654995730145173,0.5134500426985482,2016
11,14000US36005002800,0.5665420560747664,0.3755140186915888,0.3755140186915888,42.7,0.4596261682242991,0.540373831775701,2016
12,14000US36005003100,0.29759174311926606,0.6697247706422018,0.6697247706422018,33.8,0.5298165137614679,0.4701834862385321,2016
13,14000US36005003300,0.3297016861219196,0.6249027237354086,0.6249027237354086,26.6,0.44409857328145264,0.5559014267185474,2016
14,14000US36005003500,0.2612452350698856,0.7349428208386277,0.7349428208386277,30.3,0.4703939008894536,0.5296060991105463,2016
15,14000US36005003700,0.21505376344086022,0.5842293906810035,0.5842293906810035,45.9,0.5448028673835126,0.4551971326164875,2016
16,14000US36005003800,0.3828250401284109,0.5850722311396469,0.5850722311396469,31.5,0.4622792937399679,0.5377207062600321,2016
17,14000US36005003900,0.141051333436103,0.813164791120703,0.813164791120703,29.5,0.53769076614768,0.46230923385232003,2016
18,14000US36005004001,0.08126259234385494,0.5695097380792478,0.5695097380792478,40.2,0.47750167897918067,0.5224983210208194,2016
19,14000US36005004100,0.19136597938144329,0.7978414948453608,0.7978414948453608,24.2,0.5101481958762887,0.4898518041237113,2016
20,14000US36005004200,0.46865443425076453,0.4692915392456677,0.4692915392456677,34.8,0.45756880733944955,0.5424311926605505,2016
